code,name,county,city,full_address,Longitude,Latitude,district,region,title_I,percent_EDS,S_P_grade,growth_status,EOG,grad_rate
320346,Lowe's Grove Middle,Durham,Durham,"4418 S Alston Avenue, Durham, NC 27713",-78.8912966,35.9045436,Durham Public Schools,North Central,Y,80,D,Met,36.5,
260310,Loyd E Auman Elementary,Cumberland,Fayetteville,"6882 Raeford Road, Fayetteville, NC 28304",-79.0110444,35.0380906,Cumberland County Schools,Sandhills,Y,65.5,D,Met,40.7,
780341,Lumberton Junior High,Robeson,Lumberton,"82 Marion Rd, Lumberton, NC 28358",-79.0317511,34.6049535,Robeson County Schools,Sandhills,Y,83.4,F,Not Met,23.6,
260358,Luther Nick Jeralds Middle,Cumberland,Fayetteville,"2517 Ramsey Street, Fayetteville, NC 28301",-78.8788675,35.0928179,Cumberland County Schools,Sandhills,Y,82.9,D,Not Met,39,
710324,Malpass Corner Elementary,Pender,Burgaw,"4992 Malpass Corner Road, Burgaw, NC 28425",-78.0539806,34.5037157,Pender County Schools,Southeast,Y,90.7,D,Exceeded,41,
260402,Manchester Elementary,Cumberland,Spring Lake,"611 Spring Avenue, Spring Lake, NC 28390",-78.9669597,35.1706698,Cumberland County Schools,Sandhills,Y,73.2,D,Met,42.7,
980356,Margaret Hearne Elementary,Wilson,Wilson,"300 W Gold St, Wilson, NC 27893",-77.9089851,35.7322572,Wilson County Schools,North Central,Y,78.5,F,Not Met,26.8,
260386,Margaret Willis Elementary,Cumberland,Fayetteville,"1412 Belvedere Avenue, Fayetteville, NC 28305",-78.904391,35.071097,Cumberland County Schools,Sandhills,Y,81.5,D,Not Met,39.2,
600366,Marie G Davis,Mecklenburg,Charlotte,"3351 W Griffith St, Charlotte, NC 28203",-80.876607,35.2025539,Charlotte-Mecklenburg Schools,Southwest,Y,61.7,D,Not Met,37.7,
600448,Martin Luther King Jr Middle,Mecklenburg,Charlotte,"500 Bilmark Ave, Charlotte, NC 28213",-80.7784325,35.2633482,Charlotte-Mecklenburg Schools,Southwest,Y,56.2,D,Exceeded,39.8,
260396,Mary McArthur Elementary,Cumberland,Fayetteville,"3809 Village Drive, Fayetteville, NC 28304",-78.940757,35.0251178,Cumberland County Schools,Sandhills,Y,72.1,D,Not Met,41.9,
390331,Mary Potter Middle,Granville,Oxford,"200 Taylor St, Oxford, NC 27565",-78.5862227,36.3165557,Granville County Schools,North Central,Y,76,D,Not Met,42.3,
480306,Mattamuskeet Elementary,Hyde,Swan Quarter,"60 Juniper Bay Road, Swan Quarter, NC 27885",-76.217128,35.440926,Hyde County Schools,Northeast,Y,71,D,Met,43.8,
320352,Merrick-Moore Elementary,Durham,Durham,"2325 Cheek Road, Durham, NC 27704",-78.8522192,36.0055656,Durham Public Schools,North Central,Y,59.6,D,Met,34.7,
510343,Micro Elementary,Johnston,Micro,"301 E Main St, Micro, NC 27555",-78.2012374,35.5588812,Johnston County Schools,North Central,Y,69,D,Met,36,
640336,Middlesex Elementary,Nash,Middlesex,"13081 West Hanes Avenue, Middlesex, NC 27557",-78.212991,35.787049,Nash-Rocky Mount Schools,North Central,Y,39.7,D,Met,35.6,
600364,Military and Global Leadership Academy,Mecklenburg,Charlotte,"1411 Hawthorne Lane, Ste A, Charlotte, NC 28205",-80.8146806,35.2286724,Charlotte-Mecklenburg Schools,Southwest,Y,35.9,D,Met,33.3,
920496,Millbrook Elementary,Wake,Raleigh,"1520 E Millbrook Rd, Raleigh, NC 27609",-78.61055,35.848788,Wake County Schools,North Central,Y,75.5,D,Not Met,37.1,
340452,Mineral Springs Middle,Forsyth,Winston Salem,"4559 Ogburn Avenue, Winston Salem, NC 27105",-80.235449,36.157342,Forsyth County Schools,Piedmont-Triad,Y,67.9,D,Met,35.3,
900314,Monroe Middle,Union,Monroe,"601 E Sunset Drive, Monroe, NC 28112",-80.5398253,34.9736453,Union County Public Schools,Southwest,N,51.1,D,Met,48.2,
600459,Montclaire Elementary,Mecklenburg,Charlotte,"5801 Farmbrook Dr, Charlotte, NC 28210",-80.8672692,35.152272,Charlotte-Mecklenburg Schools,Southwest,Y,43.5,D,Met,34.8,
410469,Montlieu Academy of Technology,Guilford,High Point,"1105 Montlieu Avenue, High Point, NC 27262",-79.9852139,35.9766361,Guilford County Schools,Piedmont-Triad,Y,67.4,F,Not Met,33.6,
340453,Moore Magnet Elementary,Forsyth,Winston Salem,"451 Knollwood Street, Winston Salem, NC 27103",-80.2850058,36.0877009,Forsyth County Schools,Piedmont-Triad,Y,47.2,D,Not Met,49,
260401,Morganton Road Elementary,Cumberland,Fayetteville,"102 Bonanza Drive, Fayetteville, NC 28303",-78.9872365,35.0796853,Cumberland County Schools,Sandhills,Y,66.8,D,Not Met,44.5,
40324,Morven Elementary,Anson,Morven,"6715 Hwy 52 S, Morven, NC 28119",-80.00664,34.879199,Anson County Schools,Southwest,Y,76.3,D,Met,38.3,
79Z000,Moss Street Partnership School,Rockingham,Reidsville,"419 Moss St, Reidsville, NC 27320",-79.6794154,36.3655388,Lab Schools,Piedmont-Triad,Y,63.4,F,Not Met,14.6,
120354,Mountain View Elementary,Burke,Morganton,"805 Bouchelle St,Â Morganton, NCÂ 28655",-81.7015061,35.7538794,Burke County Schools,Northwest,Y,82.6,D,Not Met,44.4,
61T000,Movement Charter School,Mecklenburg,Charlotte,"2701-B Freedom Dr, Charlotte, NC 28208",-80.8854548,35.2364565,Charter Schools,Southwest,Y,76.8,D,Not Met,48.2,
410478,Murphey Traditional Academy,Guilford,Greensboro,"2306 Ontario Street, Greensboro, NC 27403",-79.8297537,36.0465966,Guilford County Schools,Piedmont-Triad,Y,70.5,D,Met,34.1,
490345,N B Mills Elementary,Iredell,Statesville,"1410 Pearl St, Statesville, NC 28677",-80.9112357,35.7881576,Iredell-Statesville Schools,Southwest,Y,87.9,F,Not Met,28.2,
170338,N L Dillard Middle,Caswell,Yanceyville,"255 Hatchett Road, Yanceyville, NC 27379",-79.3654755,36.4131177,Caswell County Schools,Piedmont-Triad,Y,66,D,Not Met,36.6,
640346,Nash Central High,Nash,Rocky Mount,"4279 Nash Central High Road, Rocky Mount, NC 27804",-77.8959201,35.9553937,Nash-Rocky Mount Schools,North Central,N,55.7,D,Not Met,31.2,77.3
640320,Nash Central Middle,Nash,Nashville,"1638 South First Street, Nashville, NC 27856",-77.9568216,35.9564748,Nash-Rocky Mount Schools,North Central,N,55.9,D,Not Met,44.6,
600471,Nations Ford Elementary,Mecklenburg,Charlotte,"7050 Nations Ford Rd, Charlotte, NC 28217",-80.9062559,35.1561534,Charlotte-Mecklenburg Schools,Southwest,Y,46.2,D,Not Met,43.9,
320355,Neal Middle,Durham,Durham,"201 Baptist Road, Durham, NC 27704",-78.78184,35.9779327,Durham Public Schools,North Central,Y,76.2,D,Met,35.9,
910340,"New Hope Elementary, Henderson",Vance,Henderson,"10199 NC 39 Hwy N, Henderson, NC 27537",-78.442096,36.4643118,Vance County Schools,North Central,Y,75.1,D,Met,47.3,
600474,Newell Elementary,Mecklenburg,Charlotte,"325 Rocky River Road, West, Charlotte, NC 28213",-80.7535508,35.2867519,Charlotte-Mecklenburg Schools,Southwest,Y,53.5,D,Met,45.2,
960390,North Drive Elementary,Wayne,Goldsboro,"1108 North Drive, Goldsboro, NC 27530",-77.9630693,35.387251,Wayne County Public Schools,Southeast,Y,92.1,D,,,
730334,"North Elementary, Roxboro",Person,Roxboro,"260 Henderson Rd, Roxboro, NC 27573",-78.9662297,36.4070011,Person County Schools,North Central,Y,83,D,Exceeded,36.8,
340460,North Forsyth High,Forsyth,Winston Salem,"5705 Shattalon Drive, Winston Salem, NC 27105",-80.2813366,36.174504,Forsyth County Schools,Piedmont-Triad,Y,44.7,D,Not Met,27.3,78.5
10364,North Graham Elementary,Alamance,Graham,"1025 Trollinger Road, Graham, NC 27253",-79.3777934,36.0763205,Alamance-Burlington Schools,Piedmont-Triad,Y,63.2,D,Met,42.3,
430368,North Harnett Primary,Harnett,Angier,"282 N Harnett School Rd, Angier, NC 27501",-78.779675,35.4779323,Harnett County Schools,North Central,Y,73.8,D,,,
340462,North Hills Elementary,Forsyth,Winston-Salem,"340 Alspaugh Drive, Winston-Salem, NC 27105",-80.2525004,36.149384,Forsyth County Schools,Piedmont-Triad,Y,79.7,D,Exceeded,32.9,
510344,North Johnston Middle,Johnston,Micro,"435 Oil Company Road, Micro, NC 27555",-78.2090722,35.5637019,Johnston County Schools,North Central,Y,61.1,F,Not Met,31.8,
182328,North Newton Elementary,Catawba,Newton,"221 West 26th St, Newton, NC 28658",-81.221793,35.688814,Newton Conover City Schools,Northwest,Y,73.6,D,Not Met,43.3,
800373,North Rowan Elementary,Rowan,Spencer,"600 Charles St, Spencer, NC 28159",-80.4283056,35.7025707,Rowan-Salisbury Schools,Southwest,Y,46.1,F,Met,24.4,
800376,North Rowan High,Rowan,Spencer,"300 North Whitehead Ave, Spencer, NC 28159",-80.4294357,35.6973332,Rowan-Salisbury Schools,Southwest,N,69.8,D,Not Met,20.6,83.8
800377,North Rowan Middle,Rowan,Spencer,"512 Charles St, Spencer, NC 28159",-80.4261323,35.7016359,Rowan-Salisbury Schools,Southwest,Y,53.2,F,Not Met,23.3,
660336,Northampton County High School,Northampton,Gaston,"152 Hurricane Drive, Gaston, NC 27832",-77.652447,36.5108559,Northampton County Schools,Northeast,Y,63.8,D,Not Met,7,71.8
540325,"Northeast Elementary, Kinston",Lenoir,Kinston,"1002 E Highland Ave, Kinston, NC 28501",-77.5621283,35.2813382,Lenoir County Public Schools,Southeast,Y,93.7,D,Met,31.5,
410487,Northeast Guilford Middle,Guilford,McLeansville,"6720 McLeansville Road, McLeansville, NC 27301",-79.6751128,36.1613338,Guilford County Schools,Piedmont-Triad,Y,55,D,Exceeded,41.1,
390334,Northern Granville Middle,Granville,Oxford,"3144 Webb School Rd, Oxford, NC 27565",-78.6052655,36.3435764,Granville County Schools,North Central,Y,76.8,F,Not Met,31.6,
730344,Northern Middle,Person,Roxboro,"1935 Carver Dr, Roxboro, NC 27574",-78.9780474,36.4282915,Person County Schools,North Central,N,71.4,D,Not Met,47.3,
910370,Northern Vance High,Vance,Henderson,"293 Warrenton Road, Henderson, NC 27537",-78.3742753,36.3506061,Vance County Schools,North Central,N,57.7,D,Not Met,23.6,84.8
930340,Northside K-8,Warren,Norlina,"164 Elementary Ave, Norlina, NC 27563",-78.1845782,36.4565504,Warren County Schools,North Central,Y,53.2,D,Not Met,44.2,
740375,"Northwest Elementary, Greenville",Pitt,Greenville,"1471 Holland Road, Greenville, NC 27834",-77.4779948,35.737998,Pitt County Schools,Northeast,Y,77.8,D,Met,35.3,
540326,"Northwest Elementary, Kinston",Lenoir,Kinston,"1701 Old Well Rd, Kinston, NC 28504",-77.6033103,35.2783438,Lenoir County Public Schools,Southeast,Y,82,D,Met,41.5,
340464,Northwest Middle,Forsyth,Winston Salem,"5501 Murray Road, Winston Salem, NC 27106",-80.3067049,36.19201,Forsyth County Schools,Piedmont-Triad,Y,45.9,D,Exceeded,41.9,
410496,Northwood Elementary,Guilford,High Point,"818 West Lexington Avenue, High Point, NC 27262",-80.036755,35.977693,Guilford County Schools,Piedmont-Triad,Y,59.5,D,Met,38.4,
320360,"Oak Grove Elementary, Durham",Durham,Durham,"3810 Wake Forest Road, Durham, NC 27703",-78.819459,35.979946,Durham Public Schools,North Central,Y,79.4,D,Not Met,43.4,
410505,Oak View Elementary,Guilford,High Point,"614 Oakview Road, High Point, NC 27265",-80.0160023,35.9999141,Guilford County Schools,Piedmont-Triad,Y,64,D,Not Met,37.2,
600485,Oakdale Elementary,Mecklenburg,Charlotte,"1825 Oakdale Rd, Charlotte, NC 28216",-80.89703,35.300444,Charlotte-Mecklenburg Schools,Southwest,Y,56.9,D,Met,31.8,
110384,Oakley Elementary,Buncombe,Asheville,"753 Fairview Road, Asheville, NC 28803",-82.512424,35.564096,Buncombe County Schools,Western,Y,48.2,D,Not Met,41.9,
250360,Oaks Road Elementary,Craven,New Bern,"2811 Oaks Road, New Bern, NC 28560",-77.0655386,35.1277177,Craven County Schools,Southeast,Y,80.6,D,Met,32.6,
340476,Old Town Elementary,Forsyth,Winston Salem,"3930 Reynolda Road, Winston Salem, NC 27106",-80.332389,36.164581,Forsyth County Schools,Piedmont-Triad,Y,61,F,Not Met,31.3,
780352,Orrum Middle,Robeson,Orrum,"1684 South Creek Road, Orrum, NC 28369",-79.0100263,34.4651631,Robeson County Schools,Sandhills,Y,83.3,F,Not Met,25.6,
410402,Otis L Hairston Sr Middle,Guilford,Greensboro,"3911 Naco Rd, Greensboro, NC 27401",-79.7384171,36.0814709,Guilford County Schools,Piedmont-Triad,Y,78.3,D,Met,29.4,
800315,Overton Elementary,Rowan,Salisbury,"1825 Park Rd W, Salisbury, NC 28144",-80.4741063,35.6895601,Rowan-Salisbury Schools,Southwest,Y,56.9,D,Not Met,37.3,
780356,Oxendine Elementary,Robeson,Maxton,"5599 Oxendine School Rd, Maxton, NC 28364",-79.2591675,34.8060072,Robeson County Schools,Sandhills,Y,85.9,D,Exceeded,42.4,
700320,P W Moore Elementary,Pasquotank,Elizabeth City,"606 Roanoke Ave, Elizabeth City, NC 27909",-76.2286296,36.2897577,Pasquotank County Schools,Northeast,Y,66.3,F,Not Met,30.1,
340486,Parkland High,Forsyth,Winston Salem,"1600 Brewer Road, Winston Salem, NC 27127",-80.2573,36.057116,Forsyth County Schools,Piedmont-Triad,Y,46.3,D,Met,29.5,73.7
780360,Parkton Elementary,Robeson,Parkton,"400 North Green Street, Parkton, NC 28371",-79.0068072,34.9038827,Robeson County Schools,Sandhills,Y,80.8,D,Not Met,33.3,
410511,Parkview Village Elementary,Guilford,High Point,"325 Gordon Street, High Point, NC 27260",-79.9830726,35.9693771,Guilford County Schools,Piedmont-Triad,Y,82.1,D,Met,34.5,
320362,"Parkwood Elementary, Durham",Durham,Durham,"5207 Revere Road, Durham, NC 27713",-78.905692,35.8914339,Durham Public Schools,North Central,Y,72.5,D,Not Met,36.4,
700319,Pasquotank County High,Pasquotank,Elizabeth City,"1064 Northside Road, Elizabeth City, NC 27909",-76.2735096,36.3654528,Pasquotank County Schools,Northeast,N,57.1,D,Not Met,30.3,80.7
700318,Pasquotank Elementary,Pasquotank,Elizabeth City,"1407 Peartree Rd, Elizabeth City, NC 27909",-76.2243629,36.2835366,Pasquotank County Schools,Northeast,Y,53,F,Met,25.5,
09A000,Paul R Brown Leadership Academy,Bladen,Elizabethtown,"1300 Martin L King Jr Dr, Elizabethtown, NC 28337",-78.6176359,34.6212429,Charter Schools,Sandhills,Y,72.3,F,Met,27.3,
93J000,PAVE Southeast Raleigh Charter,Wake,Raleigh,"3420 Idlewood Village Dr, Raleigh, NC 27610",-78.619384,35.736869,Charter Schools,North Central,Y,47.1,D,Met,42.6,
410517,Peeler Open Elementary,Guilford,Greensboro,"2200 Randall Street, Greensboro, NC 27401",-79.75761,36.051725,Guilford County Schools,Piedmont-Triad,Y,68,D,Met,36.8,
780364,Pembroke Elementary,Robeson,Pembroke,"505 South Jones Street, Pembroke, NC 28372",-79.1934718,34.6747625,Robeson County Schools,Sandhills,Y,83.4,D,Met,42.9,
780368,Pembroke Middle,Robeson,Pembroke,"8910 Deep Branch Road, Pembroke, NC 28372",-79.2114532,34.6746591,Robeson County Schools,Sandhills,Y,85.2,D,Not Met,33.8,
600498,"Performance Learning Center, Charlotte",Mecklenburg,Charlotte,"2300 W Sugar Creek Road, Charlotte, NC 28262",-80.7966819,35.2950261,Charlotte-Mecklenburg Schools,Southwest,Y,39.7,D,Not Met,25,89.7
780374,Peterson Elementary,Robeson,Red Springs,"102 Phillips Ave, Red Springs, NC 28377",-79.1896812,34.8115431,Robeson County Schools,Sandhills,Y,81,D,Not Met,38.7,
340490,Petree Elementary,Forsyth,Winston-Salem,"3815 Old Greensboro Road, Winston-Salem, NC 27101",-80.1912812,36.1133308,Forsyth County Schools,Piedmont-Triad,Y,80,F,Met,17.2,
330332,"Phillips Middle, Battleboro",Edgecombe,Battleboro,"4371 Battleboro-Leggett Road, Battleboro, NC 27809",-77.685968,36.001686,Edgecombe County Public School,North Central,Y,64.9,F,Not Met,19.8,
340492,Philo-Hill Magnet Academy,Forsyth,Winston Salem,"410 Haverhill Street, Winston Salem, NC 27127",-80.2481969,36.0543243,Forsyth County Schools,Piedmont-Triad,Y,72.4,F,Not Met,15.2,
940314,Pines Elementary,Washington,Plymouth,"3177 US Hwy 64E, Plymouth, NC 27962",-76.6921778,35.8735014,Washington County Schools,Northeast,Y,71.3,D,Not Met,37.8,
780376,"Piney Grove Elementary, Lumberton",Robeson,Lumberton,"1680 Piney Grove Road, Lumberton, NC 28358",-79.0375212,34.6854023,Robeson County Schools,Sandhills,Y,87.9,D,Not Met,39.2,
90352,Plain View Primary,Bladen,Tar Heel,"1963 Chicken Foot Road, Tar Heel, NC 28392",-78.8399958,34.7385359,Bladen County Schools,Sandhills,Y,77.9,D,Met,43.2,
10372,"Pleasant Grove Elementary, Burlington",Alamance,Burlington,"2847 Pleasant Grv Sch Road, Burlington, NC 27217",-79.3056019,36.217398,Alamance-Burlington Schools,Piedmont-Triad,Y,52,D,Not Met,46.9,
360480,Pleasant Ridge Elementary,Gaston,Gastonia,"1260 Floyd Lane, Gastonia, NC 28052",-81.2057571,35.2502441,Gaston County Schools,Southwest,Y,48.1,D,Not Met,50.7,
510410,Polenta Elementary,Johnston,Garner,"105 Josephine Road, Garner, NC 27529",-78.5125549,35.5677849,Johnston County Schools,North Central,N,35.3,D,Not Met,51.5,
920536,Powell Elementary,Wake,Raleigh,"1130 Marlborough Rd, Raleigh, NC 27610",-78.6035183,35.7951663,Wake County Schools,North Central,Y,49.7,D,Met,44.6,
330334,Princeville Elementary,Edgecombe,Tarboro,"710 Panola Street, Tarboro, NC 27886",-77.5328765,35.9017803,Edgecombe County Public School,North Central,Y,71.7,D,Met,31.9,
780390,R B Dean Elementary,Robeson,Maxton,"202 S Hooper St, Maxton, NC 28364",-79.3448173,34.7325148,Robeson County Schools,Sandhills,Y,85,D,Met,33.9,
650312,R Freeman Sch of Engineering,New Hanover,Wilmington,"2601 Princess Place Drive, Wilmington, NC 28405",-77.9134872,34.2451529,New Hanover County Schools,Southeast,Y,>95,F,Met,21.5,
410532,Rankin Elementary,Guilford,Greensboro,"1501 Spry Street, Greensboro, NC 27405",-79.763688,36.120172,Guilford County Schools,Piedmont-Triad,Y,71.4,D,Met,35.9,
600514,Ranson Middle,Mecklenburg,Charlotte,"5850 Statesville Rd, Charlotte, NC 28269",-80.8389821,35.3003216,Charlotte-Mecklenburg Schools,Southwest,Y,55.7,F,Not Met,27.9,
32Q000,Reaching All Minds Academy,Durham,Durham,"2703 Holloway St., Durham, NC 27703",-78.8515471,35.9891291,Charter Schools,North Central,Y,21.1,F,Met,29,
780393,Red Springs Middle,Robeson,Red Springs,"302 W Second Avenue, Red Springs, NC 28377",-79.1859109,34.8198996,Robeson County Schools,Sandhills,Y,77.8,D,Met,27.5,
410530,Reedy Fork Elementary,Guilford,Greensboro,"4571 Reedy Fork Parkway, Greensboro, NC 27405",-79.6963377,36.186193,Guilford County Schools,Piedmont-Triad,Y,72.3,D,Not Met,46.2,
600517,Reid Park Academy,Mecklenburg,Charlotte,"4108 W Tyvola Rd, Charlotte, NC 28208",-80.90523,35.204946,Charlotte-Mecklenburg Schools,Southwest,Y,78.1,D,Met,43.7,
260419,Reid Ross Classical Middle,Cumberland,Fayetteville,"3200 Ramsey Street, Fayetteville, NC 28301",-78.8759571,35.1016501,Cumberland County Schools,Sandhills,N,77.3,D,Not Met,49.2,
790374,Reidsville Middle,Rockingham,Reidsville,"1903 S Park Dr, Reidsville, NC 27320",-79.6804677,36.3284462,Rockingham County Schools,Piedmont-Triad,Y,54.6,D,Met,44.5,
600515,Renaissance West STEAM Academy,Mecklenburg,Charlotte,"3241 New Renaissance Way, Charlotte, NC 28208",-80.9209172,35.2076074,Charlotte-Mecklenburg Schools,Southwest,Y,76.1,F,Not Met,22.4,
780392,Rex-Rennert Elementary,Robeson,Shannon,"11780 Rennert Road, Shannon, NC 28386",-79.088569,34.8439445,Robeson County Schools,Sandhills,Y,81.3,D,Met,22.7,
670337,Richlands Primary,Onslow,Richlands,"7444 Richlands Highway, Richlands, NC 28574",-77.5441184,34.8870773,Onslow County Schools,Southeast,Y,50.5,D,Not Met,49,
920549,"River Bend Middle, Raleigh",Wake,Raleigh,"5601 Wallace Martin Way, Raleigh, NC 27616",-78.5314912,35.8619745,Wake County Schools,North Central,Y,66.3,D,Not Met,41.6,
600463,River Oaks Academy,Mecklenburg,Charlotte,"1015 Mt Holly-Huntersville Rd, Charlotte, NC 28214",-80.9785597,35.3084442,Charlotte-Mecklenburg Schools,Southwest,Y,39,D,Not Met,48.6,
580372,Riverside Middle,Martin,Williamston,"2920 US Hwy 17, Williamston, NC 27892",-77.067263,35.81482,Martin County Schools,Northeast,Y,54.3,D,Not Met,39,
460332,Riverview Elementary,Hertford,Murfreesboro,"236 US 158 Business, Murfreesboro, NC 27855",-77.07536,36.4390069,Hertford County Schools,Northeast,Y,66.3,D,Not Met,48.6,
630348,Robbins Elementary,Moore,Robbins,"268 Rushwood Rd, Robbins, NC 27325",-79.573284,35.419539,Moore County Schools,Sandhills,Y,83.6,D,Not Met,30.7,
540330,Rochelle Middle,Lenoir,Kinston,"301 N Rochelle Blvd, Kinston, NC 28501",-77.561315,35.2629181,Lenoir County Public Schools,Southeast,Y,91.6,F,Not Met,26.4,
640361,Rocky Mount High,Nash,Rocky Mount,"1400 Bethlehem Road, Rocky Mount, NC 27803",-77.8357419,35.939355,Nash-Rocky Mount Schools,North Central,N,46.2,D,Not Met,31.1,80.6
640335,Rocky Mount Middle,Nash,Rocky Mount,"841 Nash Street, Rocky Mount, NC 27804",-77.807681,35.9418234,Nash-Rocky Mount Schools,North Central,Y,63.9,F,Not Met,28.8,
64A000,Rocky Mount Preparatory,Nash,Rocky Mount,"3334 Bishop Road, Rocky Mount, NC 27804",-77.7794804,36.0160718,Charter Schools,North Central,Y,76.9,D,Met,33.5,83.3
130329,"Rocky River Elementary, Concord",Cabarrus,Concord,"5454 Rocky River Road, Concord, NC 28025",-80.5980388,35.3422869,Cabarrus County Schools,Southwest,Y,65.2,D,Met,44.4,
920547,Rogers Lane Elementary,Wake,Raleigh,"201 North Rogers Lane, Raleigh, NC 27610",-78.5480089,35.777433,Wake County Schools,North Central,Y,82.1,D,Not Met,34.4,
410462,Ronald E. McNair Elementary,Guilford,Browns Summit,"4603 Yanceyville Road, Browns Summit, NC 27214",-79.7735431,36.1605354,Guilford County Schools,Piedmont-Triad,Y,64.4,D,Not Met,41.8,
310384,Rose Hill-Magnolia Elementary,Duplin,Rose Hill,"1329 Brooks Quinn Road, Rose Hill, NC 28458",-78.024087,34.85104,Duplin County Schools,Southeast,Y,78.9,D,Exceeded,40,
780394,Rosenwald Elementary,Robeson,Fairmont,"301 Martin L King Dr, Fairmont, NC 28340",-79.1195718,34.5033361,Robeson County Schools,Sandhills,Y,91.9,D,Met,32.7,
780396,Rowland Middle,Robeson,Rowland,"408 W Chapel St, Rowland, NC 28383",-79.2965095,34.5405367,Robeson County Schools,Sandhills,Y,88.7,D,Exceeded,29.2,
130328,Royal Oaks Elementary,Cabarrus,Kannapolis,"608 Dakota Street, Kannapolis, NC 28083",-80.612919,35.4663693,Cabarrus County Schools,Southwest,Y,48.6,D,Met,36.2,
780400,Saint Pauls Elementary,Robeson,Saint Pauls,"222 Martin Luther King Drive, Saint Pauls, NC 28384",-78.9619671,34.8074799,Robeson County Schools,Sandhills,Y,78.4,D,Not Met,34,
780403,Saint Pauls Middle,Robeson,Saint Pauls,"526 W Shaw St, Saint Pauls, NC 28384",-78.9760605,34.8115372,Robeson County Schools,Sandhills,Y,78.8,D,Exceeded,39.2,
800396,Salisbury High,Rowan,Salisbury,"500 Lincolnton Rd, Salisbury, NC 28144",-80.4851398,35.6646335,Rowan-Salisbury Schools,Southwest,N,63.8,D,Not Met,29,77.8
821320,Sampson Middle,Sampson,Clinton,"1201 W Elizabeth St, Clinton, NC 28328",-78.333236,34.9736112,Clinton City Schools,Sandhills,Y,65.6,D,Not Met,49.7,
420316,Scotland Neck Elementary Leadership Acad,Halifax,Scotland Neck,"901 Junior High School Road, Scotland Neck, NC 27874",-77.4281162,36.1269172,Halifax County Schools,Northeast,Y,76.6,F,Not Met,29.8,
410538,"Sedgefield Elementary, Greensboro",Guilford,Greensboro,"2905 Groometown Road, Greensboro, NC 27407",-79.865345,36.028822,Guilford County Schools,Piedmont-Triad,Y,60.9,D,Not Met,38.6,
600520,Sedgefield Middle,Mecklenburg,Charlotte,"2700 Dorchester Pl, Charlotte, NC 28209",-80.8562773,35.1972991,Charlotte-Mecklenburg Schools,Southwest,Y,57.3,D,Met,27.3,
510388,Selma Elementary,Johnston,Selma,"311 W Richardson St, Selma, NC 27576",-78.2823172,35.5409764,Johnston County Schools,North Central,Y,67.2,D,Exceeded,37.9,
510390,Selma Middle School,Johnston,Selma,"1533 Hwy 301 N, Selma, NC 27576",-78.2748438,35.5503635,Johnston County Schools,North Central,Y,68.9,F,Not Met,23.6,
360490,Sherwood Elementary,Gaston,Gastonia,"1744 Dixon Road, Gastonia, NC 28054",-81.1546791,35.2493262,Gaston County Schools,Southwest,Y,76.1,D,Met,41.4,
260426,Sherwood Park Elementary,Cumberland,Fayetteville,"2115 Hope Mills Road, Fayetteville, NC 28304",-78.9623206,35.0179162,Cumberland County Schools,Sandhills,Y,74.1,D,Met,38.3,
340514,Smith Farm Elementary,Forsyth,Winston-Salem,"4250 Johnny Knoll Lane, Winston-Salem, NC 27107",-80.1408877,36.0800672,Forsyth County Schools,Piedmont-Triad,Y,40.6,D,Met,36,
510397,Smithfield Middle,Johnston,Smithfield,"1455 Buffalo Rd, Smithfield, NC 27577",-78.3350609,35.5288456,Johnston County Schools,North Central,Y,81.3,D,Not Met,41,
500337,Smokey Mountain Elementary,Jackson,Whittier,"884 US Hwy 441N, Whittier, NC 28789",-83.3240769,35.4292046,Jackson County Schools,Western,Y,36,D,Not Met,40.4,
400321,Snow Hill Primary,Greene,Snow Hill,"502 SE 2nd Street, Snow Hill, NC 28580",-77.6640815,35.4508459,Greene County Schools,Southeast,Y,71.8,D,,,
580344,South Creek High,Martin,Robersonville,"21077 NC Hwy 903, Robersonville, NC 27871",-77.243593,35.856241,Martin County Schools,Northeast,Y,52.5,D,Not Met,29.6,73.1
330340,South Edgecombe Middle,Edgecombe,Pinetops,"230 Pinetops-Crisp Road, Pinetops, NC 27864",-77.643968,35.778073,Edgecombe County Public School,North Central,N,46.6,D,Met,36.4,
730356,"South Elementary, Roxboro",Person,Roxboro,"1333 Hurdle Mills Rd, Roxboro, NC 27573",-78.9887612,36.375394,Person County Schools,North Central,Y,62.9,D,Met,37.6,
790386,South End Elementary,Rockingham,Reidsville,"1307 South Park Drive, Reidsville, NC 27320",-79.667871,36.343707,Rockingham County Schools,Piedmont-Triad,Y,55.1,D,Not Met,43.8,
920561,South Garner High,Wake,Garner,"8228 Hebron Church Rd, Garner, NC 27529",-78.5796774,35.6550224,Wake County Schools,North Central,N,58.2,D,Met,37.7,
10380,South Graham Elementary,Alamance,Graham,"320 Ivey Road, Graham, NC 27253",-79.3936579,36.0520937,Alamance-Burlington Schools,Piedmont-Triad,Y,46.4,D,Met,45.3,
740390,South Greenville Elementary,Pitt,Greenville,"811 Howell St, Greenville, NC 27834",-77.385629,35.598201,Pitt County Schools,Northeast,Y,90.8,F,Met,21.3,
430376,South Harnett Elementary,Harnett,Bunnlevel,"8335 NC 210 South, Bunnlevel, NC 28323",-78.8954255,35.2979077,Harnett County Schools,North Central,Y,65.4,D,Met,47.9,
